
state,area,category,number,date
arizona,Maricopa,Faith-based Organizations,0,2023-01-11
arizona,Maricopa,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Maricopa,Volunteer/Service Clubs,0,2023-01-11
arizona,Maricopa,Youth Organizations,0,2023-01-11
arizona,Maricopa,Animal Shelter/Service Providers,0,2023-01-11
arizona,Maricopa,Agriculture/Livestock Sector,0,2023-01-11
arizona,Maricopa,Volunteer Radio Groups,0,2023-01-11
arizona,Maricopa,Science/Engineering Organizations,0,2023-01-11
arizona,Maricopa,Media Organizations,0,2023-01-11
arizona,Maricopa,Other,0,2023-01-11
arizona,Pinal,Individuals/Families,0,2023-01-11
arizona,Pinal,Childcare and Pre-Schools,0,2023-01-11
arizona,Pinal,K-12 Schools and Districts,0,2023-01-11
arizona,Pinal,Colleges and Universities,0,2023-01-11
arizona,Pinal,Local Government,0,2023-01-11
arizona,Pinal,State Government,0,2023-01-11
arizona,Pinal,Federal/National Government (Including Military),0,2023-01-11
arizona,Pinal,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Pinal,Businesses,0,2023-01-11
arizona,Pinal,Hotels and Other Lodgings,0,2023-01-11
arizona,Pinal,Healthcare,0,2023-01-11
arizona,Pinal,Senior Facilities/Communities,0,2023-01-11
arizona,Pinal,Disability/AFN Organizations,0,2023-01-11
arizona,Pinal,Non-Profit Organizations,0,2023-01-11
arizona,Pinal,Neighborhood Groups,0,2023-01-11
arizona,Pinal,Preparedness Organizations,0,2023-01-11
arizona,Pinal,Faith-based Organizations,0,2023-01-11
arizona,Pinal,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Pinal,Volunteer/Service Clubs,0,2023-01-11
arizona,Pinal,Youth Organizations,0,2023-01-11
arizona,Pinal,Animal Shelter/Service Providers,0,2023-01-11
arizona,Pinal,Agriculture/Livestock Sector,0,2023-01-11
arizona,Pinal,Volunteer Radio Groups,0,2023-01-11
arizona,Pinal,Science/Engineering Organizations,0,2023-01-11
arizona,Pinal,Media Organizations,0,2023-01-11
arizona,Pinal,Other,0,2023-01-11
arizona,Graham,Individuals/Families,0,2023-01-11
arizona,Graham,Childcare and Pre-Schools,0,2023-01-11
arizona,Graham,K-12 Schools and Districts,0,2023-01-11
arizona,Graham,Colleges and Universities,0,2023-01-11
arizona,Graham,Local Government,0,2023-01-11
arizona,Graham,State Government,0,2023-01-11
arizona,Graham,Federal/National Government (Including Military),0,2023-01-11
arizona,Graham,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Graham,Businesses,0,2023-01-11
arizona,Graham,Hotels and Other Lodgings,0,2023-01-11
arizona,Graham,Healthcare,0,2023-01-11
arizona,Graham,Senior Facilities/Communities,0,2023-01-11
arizona,Graham,Disability/AFN Organizations,0,2023-01-11
arizona,Graham,Non-Profit Organizations,0,2023-01-11
arizona,Graham,Neighborhood Groups,0,2023-01-11
arizona,Graham,Preparedness Organizations,0,2023-01-11
arizona,Graham,Faith-based Organizations,0,2023-01-11
arizona,Graham,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Graham,Volunteer/Service Clubs,0,2023-01-11
arizona,Graham,Youth Organizations,0,2023-01-11
arizona,Graham,Animal Shelter/Service Providers,0,2023-01-11
arizona,Graham,Agriculture/Livestock Sector,0,2023-01-11
arizona,Graham,Volunteer Radio Groups,0,2023-01-11
arizona,Graham,Science/Engineering Organizations,0,2023-01-11
arizona,Graham,Media Organizations,0,2023-01-11
arizona,Graham,Other,0,2023-01-11
arizona,Greenlee,Individuals/Families,0,2023-01-11
arizona,Greenlee,Childcare and Pre-Schools,0,2023-01-11
arizona,Greenlee,K-12 Schools and Districts,0,2023-01-11
arizona,Greenlee,Colleges and Universities,0,2023-01-11
arizona,Greenlee,Local Government,0,2023-01-11
arizona,Greenlee,State Government,0,2023-01-11
arizona,Greenlee,Federal/National Government (Including Military),0,2023-01-11
arizona,Greenlee,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Greenlee,Businesses,0,2023-01-11
arizona,Greenlee,Hotels and Other Lodgings,0,2023-01-11
arizona,Greenlee,Healthcare,0,2023-01-11
arizona,Greenlee,Senior Facilities/Communities,0,2023-01-11
arizona,Greenlee,Disability/AFN Organizations,0,2023-01-11
arizona,Greenlee,Non-Profit Organizations,0,2023-01-11
arizona,Greenlee,Neighborhood Groups,0,2023-01-11
arizona,Greenlee,Preparedness Organizations,0,2023-01-11
arizona,Greenlee,Faith-based Organizations,0,2023-01-11
arizona,Greenlee,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Greenlee,Volunteer/Service Clubs,0,2023-01-11
arizona,Greenlee,Youth Organizations,0,2023-01-11
arizona,Greenlee,Animal Shelter/Service Providers,0,2023-01-11
arizona,Greenlee,Agriculture/Livestock Sector,0,2023-01-11
arizona,Greenlee,Volunteer Radio Groups,0,2023-01-11
arizona,Greenlee,Science/Engineering Organizations,0,2023-01-11
arizona,Greenlee,Media Organizations,0,2023-01-11
arizona,Greenlee,Other,0,2023-01-11
arizona,Yuma,Individuals/Families,0,2023-01-11
arizona,Yuma,Childcare and Pre-Schools,0,2023-01-11
arizona,Yuma,K-12 Schools and Districts,0,2023-01-11
arizona,Yuma,Colleges and Universities,0,2023-01-11
arizona,Yuma,Local Government,0,2023-01-11
arizona,Yuma,State Government,0,2023-01-11
arizona,Yuma,Federal/National Government (Including Military),0,2023-01-11
arizona,Yuma,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Yuma,Businesses,0,2023-01-11
arizona,Yuma,Hotels and Other Lodgings,0,2023-01-11
arizona,Yuma,Healthcare,0,2023-01-11
arizona,Yuma,Senior Facilities/Communities,0,2023-01-11
arizona,Yuma,Disability/AFN Organizations,0,2023-01-11
arizona,Yuma,Non-Profit Organizations,0,2023-01-11
arizona,Yuma,Neighborhood Groups,0,2023-01-11
arizona,Yuma,Preparedness Organizations,0,2023-01-11
arizona,Yuma,Faith-based Organizations,0,2023-01-11
arizona,Yuma,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Yuma,Volunteer/Service Clubs,0,2023-01-11
arizona,Yuma,Youth Organizations,0,2023-01-11
arizona,Yuma,Animal Shelter/Service Providers,0,2023-01-11
arizona,Yuma,Agriculture/Livestock Sector,0,2023-01-11
arizona,Yuma,Volunteer Radio Groups,0,2023-01-11
arizona,Yuma,Science/Engineering Organizations,0,2023-01-11
arizona,Yuma,Media Organizations,0,2023-01-11
arizona,Yuma,Other,0,2023-01-11
arizona,Pima,Individuals/Families,0,2023-01-11
arizona,Pima,Childcare and Pre-Schools,0,2023-01-11
arizona,Pima,K-12 Schools and Districts,0,2023-01-11
arizona,Pima,Colleges and Universities,0,2023-01-11
arizona,Pima,Local Government,0,2023-01-11
arizona,Pima,State Government,0,2023-01-11
arizona,Pima,Federal/National Government (Including Military),0,2023-01-11
arizona,Pima,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Pima,Businesses,0,2023-01-11
arizona,Pima,Hotels and Other Lodgings,0,2023-01-11
arizona,Pima,Healthcare,0,2023-01-11
arizona,Pima,Senior Facilities/Communities,0,2023-01-11
arizona,Pima,Disability/AFN Organizations,0,2023-01-11
arizona,Pima,Non-Profit Organizations,0,2023-01-11
arizona,Pima,Neighborhood Groups,0,2023-01-11
arizona,Pima,Preparedness Organizations,0,2023-01-11
arizona,Pima,Faith-based Organizations,0,2023-01-11
arizona,Pima,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Pima,Volunteer/Service Clubs,0,2023-01-11
arizona,Pima,Youth Organizations,0,2023-01-11
arizona,Pima,Animal Shelter/Service Providers,0,2023-01-11
arizona,Pima,Agriculture/Livestock Sector,0,2023-01-11
arizona,Pima,Volunteer Radio Groups,0,2023-01-11
arizona,Pima,Science/Engineering Organizations,0,2023-01-11
arizona,Pima,Media Organizations,0,2023-01-11
arizona,Pima,Other,0,2023-01-11
arizona,Santa Cruz,Individuals/Families,0,2023-01-11
arizona,Santa Cruz,Childcare and Pre-Schools,0,2023-01-11
arizona,Santa Cruz,K-12 Schools and Districts,0,2023-01-11
arizona,Santa Cruz,Colleges and Universities,0,2023-01-11
arizona,Santa Cruz,Local Government,0,2023-01-11
arizona,Santa Cruz,State Government,0,2023-01-11
arizona,Santa Cruz,Federal/National Government (Including Military),0,2023-01-11
arizona,Santa Cruz,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Santa Cruz,Businesses,0,2023-01-11
arizona,Santa Cruz,Hotels and Other Lodgings,0,2023-01-11
arizona,Santa Cruz,Healthcare,0,2023-01-11
arizona,Santa Cruz,Senior Facilities/Communities,0,2023-01-11
arizona,Santa Cruz,Disability/AFN Organizations,0,2023-01-11
arizona,Santa Cruz,Non-Profit Organizations,0,2023-01-11
arizona,Santa Cruz,Neighborhood Groups,0,2023-01-11
arizona,Santa Cruz,Preparedness Organizations,0,2023-01-11
arizona,Santa Cruz,Faith-based Organizations,0,2023-01-11
arizona,Santa Cruz,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Santa Cruz,Volunteer/Service Clubs,0,2023-01-11
arizona,Santa Cruz,Youth Organizations,0,2023-01-11
arizona,Santa Cruz,Animal Shelter/Service Providers,0,2023-01-11
arizona,Santa Cruz,Agriculture/Livestock Sector,0,2023-01-11
arizona,Santa Cruz,Volunteer Radio Groups,0,2023-01-11
arizona,Santa Cruz,Science/Engineering Organizations,0,2023-01-11
arizona,Santa Cruz,Media Organizations,0,2023-01-11
arizona,Santa Cruz,Other,0,2023-01-11
arizona,Cochise,Individuals/Families,0,2023-01-11
arizona,Cochise,Childcare and Pre-Schools,0,2023-01-11
arizona,Cochise,K-12 Schools and Districts,0,2023-01-11
arizona,Cochise,Colleges and Universities,0,2023-01-11
arizona,Cochise,Local Government,0,2023-01-11
arizona,Cochise,State Government,0,2023-01-11
arizona,Cochise,Federal/National Government (Including Military),0,2023-01-11
arizona,Cochise,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Cochise,Businesses,0,2023-01-11
arizona,Cochise,Hotels and Other Lodgings,0,2023-01-11
arizona,Cochise,Healthcare,0,2023-01-11
arizona,Cochise,Senior Facilities/Communities,0,2023-01-11
arizona,Cochise,Disability/AFN Organizations,0,2023-01-11
arizona,Cochise,Non-Profit Organizations,0,2023-01-11
arizona,Cochise,Neighborhood Groups,0,2023-01-11
arizona,Cochise,Preparedness Organizations,0,2023-01-11
arizona,Cochise,Faith-based Organizations,0,2023-01-11
arizona,Cochise,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Cochise,Volunteer/Service Clubs,0,2023-01-11
arizona,Cochise,Youth Organizations,0,2023-01-11
arizona,Cochise,Animal Shelter/Service Providers,0,2023-01-11
arizona,Cochise,Agriculture/Livestock Sector,0,2023-01-11
arizona,Cochise,Volunteer Radio Groups,0,2023-01-11
arizona,Cochise,Science/Engineering Organizations,0,2023-01-11
arizona,Cochise,Media Organizations,0,2023-01-11
arizona,Cochise,Other,0,2023-01-11
arizona,Other Areas,Individuals/Families,0,2023-01-11
arizona,Other Areas,Childcare and Pre-Schools,0,2023-01-11
arizona,Other Areas,K-12 Schools and Districts,0,2023-01-11
arizona,Other Areas,Colleges and Universities,0,2023-01-11
arizona,Other Areas,Local Government,0,2023-01-11
arizona,Other Areas,State Government,0,2023-01-11
arizona,Other Areas,Federal/National Government (Including Military),0,2023-01-11
arizona,Other Areas,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Other Areas,Businesses,0,2023-01-11
arizona,Other Areas,Hotels and Other Lodgings,0,2023-01-11
arizona,Other Areas,Healthcare,0,2023-01-11
arizona,Other Areas,Senior Facilities/Communities,0,2023-01-11
arizona,Other Areas,Disability/AFN Organizations,0,2023-01-11
arizona,Other Areas,Non-Profit Organizations,0,2023-01-11
arizona,Other Areas,Neighborhood Groups,0,2023-01-11
arizona,Other Areas,Preparedness Organizations,0,2023-01-11
arizona,Other Areas,Faith-based Organizations,0,2023-01-11
arizona,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Other Areas,Volunteer/Service Clubs,0,2023-01-11
arizona,Other Areas,Youth Organizations,0,2023-01-11
arizona,Other Areas,Animal Shelter/Service Providers,0,2023-01-11
arizona,Other Areas,Agriculture/Livestock Sector,0,2023-01-11
arizona,Other Areas,Volunteer Radio Groups,0,2023-01-11
arizona,Other Areas,Science/Engineering Organizations,0,2023-01-11
arizona,Other Areas,Media Organizations,0,2023-01-11
arizona,Other Areas,Other,0,2023-01-11
arizona,Multiple,Individuals/Families,0,2023-01-11
arizona,Multiple,Childcare and Pre-Schools,0,2023-01-11
arizona,Multiple,K-12 Schools and Districts,0,2023-01-11
arizona,Multiple,Colleges and Universities,0,2023-01-11
arizona,Multiple,Local Government,0,2023-01-11
arizona,Multiple,State Government,0,2023-01-11
arizona,Multiple,Federal/National Government (Including Military),0,2023-01-11
arizona,Multiple,Tribes/Indigenous Peoples,0,2023-01-11
arizona,Multiple,Businesses,0,2023-01-11
arizona,Multiple,Hotels and Other Lodgings,0,2023-01-11
arizona,Multiple,Healthcare,0,2023-01-11
arizona,Multiple,Senior Facilities/Communities,0,2023-01-11
arizona,Multiple,Disability/AFN Organizations,0,2023-01-11
arizona,Multiple,Non-Profit Organizations,0,2023-01-11
arizona,Multiple,Neighborhood Groups,0,2023-01-11
arizona,Multiple,Preparedness Organizations,0,2023-01-11
arizona,Multiple,Faith-based Organizations,0,2023-01-11
arizona,Multiple,"Museums, Libraries, Parks, etc.",0,2023-01-11
arizona,Multiple,Volunteer/Service Clubs,0,2023-01-11
arizona,Multiple,Youth Organizations,0,2023-01-11
arizona,Multiple,Animal Shelter/Service Providers,0,2023-01-11
arizona,Multiple,Agriculture/Livestock Sector,0,2023-01-11
arizona,Multiple,Volunteer Radio Groups,0,2023-01-11
arizona,Multiple,Science/Engineering Organizations,0,2023-01-11
arizona,Multiple,Media Organizations,0,2023-01-11
arizona,Multiple,Other,0,2023-01-11
california,North Coast,Individuals/Families,0,2023-01-11
california,North Coast,Childcare and Pre-Schools,0,2023-01-11
california,North Coast,K-12 Schools and Districts,0,2023-01-11
california,North Coast,Colleges and Universities,0,2023-01-11
california,North Coast,Local Government,0,2023-01-11
california,North Coast,State Government,0,2023-01-11
california,North Coast,Federal/National Government (Including Military),0,2023-01-11
california,North Coast,Tribes/Indigenous Peoples,0,2023-01-11
california,North Coast,Businesses,0,2023-01-11
california,North Coast,Hotels and Other Lodgings,0,2023-01-11
california,North Coast,Healthcare,0,2023-01-11
california,North Coast,Senior Facilities/Communities,0,2023-01-11
california,North Coast,Disability/AFN Organizations,0,2023-01-11
california,North Coast,Non-Profit Organizations,0,2023-01-11
california,North Coast,Neighborhood Groups,0,2023-01-11
california,North Coast,Preparedness Organizations,0,2023-01-11
california,North Coast,Faith-based Organizations,0,2023-01-11
california,North Coast,"Museums, Libraries, Parks, etc.",0,2023-01-11
california,North Coast,Volunteer/Service Clubs,0,2023-01-11
california,North Coast,Youth Organizations,0,2023-01-11
california,North Coast,Animal Shelter/Service Providers,0,2023-01-11
california,North Coast,Agriculture/Livestock Sector,0,2023-01-11
california,North Coast,Volunteer Radio Groups,0,2023-01-11
california,North Coast,Science/Engineering Organizations,0,2023-01-11
california,North Coast,Media Organizations,0,2023-01-11
california,North Coast,Other,0,2023-01-11
california,Shasta Cascade,Individuals/Families,0,2023-01-11
california,Shasta Cascade,Childcare and Pre-Schools,0,2023-01-11
california,Shasta Cascade,K-12 Schools and Districts,0,2023-01-11
california,Shasta Cascade,Colleges and Universities,0,2023-01-11
california,Shasta Cascade,Local Government,0,2023-01-11
california,Shasta Cascade,State Government,0,2023-01-11
california,Shasta Cascade,Federal/National Government (Including Military),0,2023-01-11
california,Shasta Cascade,Tribes/Indigenous Peoples,0,2023-01-11
california,Shasta Cascade,Businesses,0,2023-01-11
california,Shasta Cascade,Hotels and Other Lodgings,0,2023-01-11
california,Shasta Cascade,Healthcare,0,2023-01-11
california,Shasta Cascade,Senior Facilities/Communities,0,2023-01-11
california,Shasta Cascade,Disability/AFN Organizations,0,2023-01-11
california,Shasta Cascade,Non-Profit Organizations,0,2023-01-11
california,Shasta Cascade,Neighborhood Groups,0,2023-01-11
california,Shasta Cascade,Preparedness Organizations,0,2023-01-11
california,Shasta Cascade,Faith-based Organizations,0,2023-01-11
california,Shasta Cascade,"Museums, Libraries, Parks, etc.",0,2023-01-11
california,Shasta Cascade,Volunteer/Service Clubs,0,2023-01-11
california,Shasta Cascade,Youth Organizations,0,2023-01-11
california,Shasta Cascade,Animal Shelter/Service Providers,0,2023-01-11
california,Shasta Cascade,Agriculture/Livestock Sector,0,2023-01-11
california,Shasta Cascade,Volunteer Radio Groups,0,2023-01-11
california,Shasta Cascade,Science/Engineering Organizations,0,2023-01-11
california,Shasta Cascade,Media Organizations,0,2023-01-11
california,Shasta Cascade,Other,0,2023-01-11
california,Bay Area,Individuals/Families,0,2023-01-11
california,Bay Area,Childcare and Pre-Schools,0,2023-01-11
california,Bay Area,K-12 Schools and Districts,0,2023-01-11
california,Bay Area,Colleges and Universities,0,2023-01-11
california,Bay Area,Local Government,0,2023-01-11
california,Bay Area,State Government,0,2023-01-11
california,Bay Area,Federal/National Government (Including Military),0,2023-01-11
california,Bay Area,Tribes/Indigenous Peoples,0,2023-01-11
california,Bay Area,Businesses,0,2023-01-11
california,Bay Area,Hotels and Other Lodgings,0,2023-01-11
california,Bay Area,Healthcare,5,2023-01-11
california,Bay Area,Senior Facilities/Communities,0,2023-01-11
california,Bay Area,Disability/AFN Organizations,0,2023-01-11
california,Bay Area,Non-Profit Organizations,0,2023-01-11
california,Bay Area,Neighborhood Groups,0,2023-01-11
california,Bay Area,Preparedness Organizations,0,2023-01-11
california,Bay Area,Faith-based Organizations,0,2023-01-11
california,Bay Area,"Museums, Libraries, Parks, etc.",0,2023-01-11
